ttM,uM,fBT,hp,tcM,startR,branch,BvR_T,BvR_Cq%,BvR_Cs%,BvR_Tb%,SvA_T,SvA_WR%,SvR_T,SvR_WR%,WvR_T,WvR_WR%
10,8,12,3000,4,50,30,173.4,0,53,47,128.0,73.3,103.7,63.3,87.2,56.7
10,8,12,3000,4,50,35,206.8,0,40,60,128.7,93.3,115.7,73.3,92.2,70.0
10,8,12,3000,4,50,40,162.8,0,60,40,131.6,90.0,120.0,76.7,106.8,76.7
10,8,12,3000,5,30,25,163.2,0,63,37,123.1,43.3,100.0,26.7,83.8,16.7
10,8,12,3000,5,30,30,190.8,0,50,50,118.7,53.3,118.6,86.7,106.0,56.7
10,8,12,3000,5,30,35,152.8,0,67,33,132.1,76.7,137.0,56.7,127.7,63.3
10,8,12,3000,5,30,40,183.0,0,53,47,135.7,86.7,131.7,93.3,129.4,80.0
10,8,12,3000,5,40,25,159.4,0,63,37,111.6,26.7,95.9,30.0,71.4,13.3
10,8,12,3000,5,40,30,182.1,0,53,47,123.1,46.7,106.7,70.0,94.9,46.7
10,8,12,3000,5,40,35,179.5,0,57,43,129.7,63.3,118.0,63.3,97.5,66.7
10,8,12,3000,5,40,40,159.2,0,63,37,136.8,93.3,122.0,86.7,98.6,86.7
10,8,12,3000,5,50,25,168.9,0,57,43,123.8,53.3,84.8,26.7,72.4,23.3
10,8,12,3000,5,50,30,175.0,0,53,47,127.2,60.0,115.2,63.3,80.0,33.3
10,8,12,3000,5,50,35,168.7,0,57,43,132.7,73.3,120.7,66.7,84.6,33.3
10,8,12,3000,5,50,40,167.2,0,57,43,137.8,86.7,127.9,83.3,93.7,76.7
10,8,14,1500,3,30,25,66.4,47,50,3,69.6,10.0,65.0,20.0,56.3,6.7
10,8,14,1500,3,30,30,58.4,53,47,0,84.5,50.0,68.8,60.0,62.6,26.7
10,8,14,1500,3,30,35,59.0,60,40,0,83.7,66.7,79.2,63.3,61.9,53.3
10,8,14,1500,3,30,40,59.1,57,43,0,91.4,73.3,97.6,86.7,62.9,66.7
10,8,14,1500,3,40,25,58.6,83,17,0,69.1,23.3,65.0,20.0,57.1,0.0
10,8,14,1500,3,40,30,59.1,93,7,0,84.9,76.7,69.3,60.0,66.9,60.0
10,8,14,1500,3,40,35,58.6,83,17,0,82.7,73.3,85.0,83.3,62.7,46.7
10,8,14,1500,3,40,40,61.3,83,17,0,78.7,46.7,107.0,66.7,70.0,86.7
10,8,14,1500,3,50,25,46.8,3,97,0,69.6,26.7,45.9,3.3,48.3,0.0
10,8,14,1500,3,50,30,47.4,3,97,0,70.1,30.0,49.8,13.3,49.1,6.7
10,8,14,1500,3,50,35,47.1,7,93,0,48.0,90.0,45.2,90.0,49.5,6.7
10,8,14,1500,3,50,40,46.4,3,97,0,47.8,90.0,47.9,86.7,48.8,6.7
10,8,14,1500,4,30,25,78.1,90,3,7,77.0,33.3,75.4,76.7,72.0,70.0
10,8,14,1500,4,30,30,62.0,97,3,0,77.2,33.3,82.5,86.7,76.4,93.3
10,8,14,1500,4,30,35,63.1,93,7,0,85.7,56.7,96.4,70.0,72.0,93.3
10,8,14,1500,4,30,40,61.7,100,0,0,96.1,70.0,100.3,83.3,74.3,96.7
10,8,14,1500,4,40,25,67.4,77,20,3,68.1,6.7,60.7,10.0,58.4,6.7
10,8,14,1500,4,40,30,58.8,73,27,0,81.8,46.7,72.7,50.0,64.1,53.3
10,8,14,1500,4,40,35,58.2,63,37,0,81.1,63.3,84.1,60.0,63.6,36.7
10,8,14,1500,4,40,40,58.6,73,27,0,78.2,50.0,93.1,96.7,68.2,66.7
10,8,14,1500,4,50,25,59.1,97,3,0,69.6,36.7,64.5,20.0,59.5,20.0
10,8,14,1500,4,50,30,67.4,97,0,3,74.4,56.7,76.3,73.3,63.4,46.7
10,8,14,1500,4,50,35,59.4,100,0,0,81.5,66.7,80.8,90.0,72.0,53.3
10,8,14,1500,4,50,40,59.3,100,0,0,81.6,40.0,92.3,80.0,67.6,90.0
10,8,14,1500,5,30,25,70.1,97,0,3,72.8,10.0,78.2,66.7,81.6,60.0
10,8,14,1500,5,30,30,62.8,100,0,0,75.9,56.7,78.6,76.7,91.5,76.7
10,8,14,1500,5,30,35,70.2,97,0,3,85.8,73.3,81.2,93.3,66.9,96.7
10,8,14,1500,5,30,40,69.0,97,3,0,84.7,53.3,92.2,80.0,88.3,93.3
10,8,14,1500,5,40,25,61.3,100,0,0,75.9,26.7,68.5,20.0,63.5,60.0
10,8,14,1500,5,40,30,61.3,100,0,0,84.4,36.7,87.9,80.0,71.7,80.0
10,8,14,1500,5,40,35,69.3,97,0,3,79.2,63.3,87.8,86.7,68.9,83.3
10,8,14,1500,5,40,40,61.6,100,0,0,92.1,86.7,86.5,96.7,65.8,93.3
10,8,14,1500,5,50,25,60.2,87,13,0,75.9,40.0,67.2,26.7,59.7,16.7
10,8,14,1500,5,50,30,60.0,87,13,0,76.8,60.0,71.3,66.7,63.3,93.3
10,8,14,1500,5,50,35,60.2,100,0,0,92.8,76.7,96.1,83.3,71.2,93.3
10,8,14,1500,5,50,40,60.2,97,3,0,88.5,66.7,97.4,90.0,69.3,93.3
10,8,14,2000,3,30,25,81.1,47,47,7,89.3,20.0,62.0,13.3,56.6,0.0
10,8,14,2000,3,30,30,75.9,60,37,3,85.2,33.3,68.9,30.0,69.1,36.7
10,8,14,2000,3,30,35,77.9,30,63,7,105.5,70.0,79.7,53.3,70.6,60.0
10,8,14,2000,3,30,40,82.1,40,53,7,105.0,80.0,106.1,80.0,84.9,53.3
10,8,14,2000,3,40,25,82.2,33,60,7,95.4,36.7,65.6,20.0,61.5,0.0
10,8,14,2000,3,40,30,76.1,50,47,3,92.4,53.3,77.4,60.0,70.5,30.0
10,8,14,2000,3,40,35,65.2,37,63,0,96.4,66.7,103.7,73.3,81.6,40.0
10,8,14,2000,3,40,40,74.1,50,47,3,104.1,66.7,123.7,70.0,89.1,76.7
10,8,14,2000,3,50,25,46.3,0,100,0,83.9,23.3,46.4,0.0,48.8,3.3
10,8,14,2000,3,50,30,48.8,0,100,0,90.6,53.3,50.0,10.0,49.6,0.0
10,8,14,2000,3,50,35,47.2,3,97,0,53.9,83.3,45.2,80.0,50.8,3.3
10,8,14,2000,3,50,40,46.1,0,100,0,46.5,96.7,46.8,90.0,51.9,13.3
10,8,14,2000,4,30,25,97.4,87,3,10,87.5,60.0,86.9,53.3,72.5,20.0
10,8,14,2000,4,30,30,111.8,83,0,17,83.3,46.7,93.9,80.0,88.5,73.3
10,8,14,2000,4,30,35,81.7,97,0,3,107.8,80.0,113.3,90.0,81.4,86.7
10,8,14,2000,4,30,40,92.2,80,13,7,111.7,76.7,98.4,93.3,79.6,100.0
10,8,14,2000,4,40,25,81.0,50,43,7,85.0,16.7,66.5,16.7,56.9,3.3
10,8,14,2000,4,40,30,87.6,40,50,10,95.0,46.7,77.5,43.3,66.5,26.7
10,8,14,2000,4,40,35,73.1,50,47,3,99.2,73.3,96.8,53.3,71.6,63.3
10,8,14,2000,4,40,40,73.6,50,47,3,98.3,66.7,117.1,86.7,104.4,40.0
10,8,14,2000,4,50,25,85.7,67,27,7,90.1,33.3,72.2,16.7,56.9,10.0
10,8,14,2000,4,50,30,86.3,70,23,7,89.3,43.3,88.7,76.7,63.6,33.3
10,8,14,2000,4,50,35,93.7,73,17,10,99.0,60.0,93.5,83.3,75.6,46.7
10,8,14,2000,4,50,40,69.9,70,30,0,95.6,76.7,99.5,86.7,78.2,63.3
10,8,14,2000,5,30,25,90.6,87,7,7,90.2,23.3,86.4,23.3,78.5,13.3
10,8,14,2000,5,30,30,83.4,90,7,3,91.1,63.3,93.2,73.3,90.2,66.7
10,8,14,2000,5,30,35,83.7,90,7,3,105.8,63.3,95.8,90.0,94.3,86.7
10,8,14,2000,5,30,40,97.7,90,0,10,106.8,83.3,107.5,90.0,80.8,96.7
10,8,14,2000,5,40,25,97.0,73,17,10,94.3,30.0,75.7,30.0,70.8,40.0
10,8,14,2000,5,40,30,73.9,80,20,0,91.6,36.7,109.4,70.0,72.1,53.3
10,8,14,2000,5,40,35,89.1,87,7,7,100.2,66.7,98.2,80.0,91.8,76.7
10,8,14,2000,5,40,40,73.8,80,20,0,110.1,73.3,104.9,86.7,84.9,100.0
10,8,14,2000,5,50,25,87.0,70,23,7,87.1,30.0,70.3,26.7,64.4,23.3
10,8,14,2000,5,50,30,86.6,73,20,7,97.5,63.3,86.4,60.0,71.9,63.3
10,8,14,2000,5,50,35,80.0,67,30,3,97.0,60.0,85.6,66.7,81.4,60.0
10,8,14,2000,5,50,40,70.6,63,37,0,102.1,70.0,105.2,76.7,82.6,66.7
10,8,14,2500,3,30,25,205.6,0,40,60,102.5,26.7,61.9,6.7,59.2,3.3
10,8,14,2500,3,30,30,154.9,0,60,40,110.3,43.3,87.2,33.3,68.2,10.0
10,8,14,2500,3,30,35,163.3,0,57,43,112.8,76.7,104.3,63.3,83.2,36.7
10,8,14,2500,3,30,40,171.6,0,53,47,118.8,86.7,120.9,83.3,81.9,53.3
10,8,14,2500,3,40,25,140.3,0,70,30,99.4,40.0,69.9,20.0,60.6,13.3
10,8,14,2500,3,40,30,189.0,0,47,53,103.7,56.7,90.1,46.7,64.9,23.3
10,8,14,2500,3,40,35,136.9,0,70,30,116.3,46.7,110.0,80.0,83.7,50.0
10,8,14,2500,3,40,40,118.3,0,77,23,109.9,70.0,126.3,76.7,90.5,66.7
10,8,14,2500,3,50,25,48.8,0,100,0,106.1,26.7,45.3,0.0,47.6,0.0
10,8,14,2500,3,50,30,56.2,0,97,3,105.1,50.0,49.2,6.7,47.1,0.0
10,8,14,2500,3,50,35,55.0,0,97,3,54.9,83.3,47.2,83.3,49.2,3.3
10,8,14,2500,3,50,40,46.5,0,100,0,47.6,100.0,45.0,93.3,51.2,6.7
10,8,14,2500,4,30,25,180.6,0,57,43,100.9,53.3,93.3,36.7,73.5,10.0
10,8,14,2500,4,30,30,191.6,0,50,50,110.9,56.7,103.4,86.7,91.2,66.7
10,8,14,2500,4,30,35,191.6,0,50,50,115.4,86.7,105.8,86.7,94.8,83.3
10,8,14,2500,4,30,40,147.4,0,70,30,132.6,80.0,126.4,86.7,95.3,90.0
10,8,14,2500,4,40,25,122.0,0,73,27,107.5,30.0,62.7,3.3,57.3,3.3
10,8,14,2500,4,40,30,100.1,0,83,17,102.4,36.7,82.2,36.7,73.5,33.3
10,8,14,2500,4,40,35,180.4,0,50,50,117.3,60.0,110.4,60.0,75.5,33.3
10,8,14,2500,4,40,40,155.8,0,60,40,116.1,63.3,129.6,80.0,86.3,63.3
10,8,14,2500,4,50,25,171.6,0,57,43,104.7,40.0,67.6,13.3,56.3,0.0
10,8,14,2500,4,50,30,223.2,0,33,67,106.0,60.0,90.1,66.7,71.1,33.3
10,8,14,2500,4,50,35,160.7,0,63,37,111.4,73.3,108.9,83.3,86.5,36.7
10,8,14,2500,4,50,40,208.3,0,40,60,116.1,76.7,113.1,93.3,91.5,50.0
10,8,14,2500,5,30,25,212.6,0,43,57,110.7,20.0,93.1,33.3,79.6,13.3
10,8,14,2500,5,30,30,159.0,0,67,33,110.0,70.0,100.6,76.7,99.7,60.0
10,8,14,2500,5,30,35,184.7,0,53,47,119.0,80.0,106.0,73.3,125.6,66.7
10,8,14,2500,5,30,40,230.4,0,33,67,123.5,70.0,118.5,90.0,126.5,90.0
10,8,14,2500,5,40,25,144.8,0,70,30,105.3,43.3,85.2,23.3,77.0,26.7
10,8,14,2500,5,40,30,226.2,0,33,67,107.0,46.7,107.5,66.7,95.0,50.0
10,8,14,2500,5,40,35,177.3,0,57,43,120.5,66.7,127.5,76.7,100.8,63.3
10,8,14,2500,5,40,40,166.9,0,63,37,128.6,76.7,114.0,90.0,103.6,60.0
10,8,14,2500,5,50,25,141.1,0,70,30,108.7,60.0,71.2,3.3,67.4,23.3
10,8,14,2500,5,50,30,194.5,0,47,53,106.6,40.0,87.1,43.3,85.6,50.0
10,8,14,2500,5,50,35,171.8,0,57,43,119.4,63.3,109.4,76.7,85.3,73.3
10,8,14,2500,5,50,40,213.6,0,40,60,122.0,76.7,109.2,90.0,102.6,80.0
10,8,14,3000,3,30,25,188.3,0,47,53,117.0,30.0,69.1,6.7,57.2,0.0
10,8,14,3000,3,30,30,140.5,0,67,33,114.9,30.0,88.6,33.3,75.4,13.3
10,8,14,3000,3,30,35,148.1,0,63,37,135.9,73.3,102.9,60.0,92.0,60.0
10,8,14,3000,3,30,40,148.6,0,63,37,129.1,76.7,125.7,66.7,98.0,56.7
10,8,14,3000,3,40,25,157.2,0,60,40,114.1,30.0,71.8,10.0,62.0,13.3
10,8,14,3000,3,40,30,173.3,0,53,47,117.7,50.0,110.8,50.0,72.1,23.3
10,8,14,3000,3,40,35,189.3,0,47,53,135.5,66.7,113.7,70.0,82.7,36.7
10,8,14,3000,3,40,40,154.1,0,63,37,122.5,63.3,131.2,73.3,100.7,73.3
10,8,14,3000,3,50,25,46.4,0,100,0,107.6,20.0,45.3,0.0,49.8,0.0
10,8,14,3000,3,50,30,50.0,0,100,0,116.5,20.0,54.1,10.0,46.3,0.0
10,8,14,3000,3,50,35,46.7,0,100,0,50.7,90.0,47.8,96.7,56.2,10.0
10,8,14,3000,3,50,40,50.0,0,100,0,46.7,96.7,47.9,93.3,56.5,10.0
10,8,14,3000,4,30,25,199.5,0,50,50,112.2,43.3,98.2,16.7,78.2,6.7
10,8,14,3000,4,30,30,151.0,0,70,30,115.1,56.7,110.8,73.3,100.8,70.0
10,8,14,3000,4,30,35,140.5,0,77,23,132.2,70.0,133.6,73.3,108.7,73.3
10,8,14,3000,4,30,40,180.3,0,57,43,136.7,90.0,132.5,86.7,115.5,83.3
10,8,14,3000,4,40,25,179.5,0,50,50,118.3,30.0,66.5,0.0,58.3,3.3
10,8,14,3000,4,40,30,181.3,0,53,47,123.0,50.0,79.1,23.3,80.6,36.7
10,8,14,3000,4,40,35,143.9,0,67,33,122.1,46.7,103.3,66.7,75.8,33.3
10,8,14,3000,4,40,40,180.8,0,50,50,128.5,70.0,136.0,63.3,97.9,46.7
10,8,14,3000,4,50,25,219.9,0,37,63,115.9,36.7,69.1,13.3,57.2,3.3
10,8,14,3000,4,50,30,179.4,0,53,47,125.4,80.0,103.7,56.7,77.7,23.3
10,8,14,3000,4,50,35,163.6,0,60,40,125.2,83.3,124.6,80.0,79.8,43.3
10,8,14,3000,4,50,40,165.1,0,60,40,136.0,83.3,118.9,73.3,101.5,63.3
10,8,14,3000,5,30,25,192.7,0,53,47,117.7,30.0,88.4,16.7,81.4,3.3
10,8,14,3000,5,30,30,176.2,0,60,40,120.8,56.7,116.4,80.0,105.4,56.7
10,8,14,3000,5,30,35,199.4,0,47,53,120.4,56.7,122.6,90.0,128.3,70.0
10,8,14,3000,5,30,40,191.3,0,50,50,136.3,66.7,132.5,83.3,115.9,90.0
10,8,14,3000,5,40,25,173.1,0,60,40,127.2,33.3,77.3,16.7,71.0,3.3
10,8,14,3000,5,40,30,183.0,0,53,47,120.6,26.7,110.7,60.0,94.0,53.3
10,8,14,3000,5,40,35,195.1,0,53,47,135.1,83.3,117.2,86.7,110.1,70.0
10,8,14,3000,5,40,40,145.3,0,70,30,140.8,80.0,136.2,80.0,106.8,70.0
10,8,14,3000,5,50,25,155.9,0,63,37,116.9,33.3,67.7,3.3,68.1,6.7
10,8,14,3000,5,50,30,192.6,0,50,50,124.8,43.3,101.5,40.0,85.3,30.0
10,8,14,3000,5,50,35,165.1,0,60,40,124.0,60.0,121.6,73.3,88.1,60.0
10,8,14,3000,5,50,40,222.7,0,37,63,142.5,83.3,132.5,80.0,94.7,63.3
10,10,10,1500,3,30,25,54.3,43,57,0,67.7,20.0,60.6,20.0,53.4,6.7
10,10,10,1500,3,30,30,56.5,67,33,0,73.2,46.7,63.0,30.0,61.0,46.7
10,10,10,1500,3,30,35,54.7,43,57,0,73.6,46.7,61.8,40.0,56.2,50.0
10,10,10,1500,3,30,40,53.7,40,60,0,73.9,60.0,55.7,76.7,56.6,50.0
10,10,10,1500,3,40,25,52.4,33,67,0,69.8,30.0,51.2,6.7,51.7,13.3
10,10,10,1500,3,40,30,54.3,53,47,0,71.3,36.7,63.8,20.0,55.3,23.3
10,10,10,1500,3,40,35,54.0,57,43,0,80.4,53.3,65.7,36.7,54.4,33.3
10,10,10,1500,3,40,40,53.9,60,40,0,61.9,53.3,57.3,73.3,55.9,36.7
10,10,10,1500,3,50,25,47.0,0,100,0,71.0,40.0,50.5,0.0,46.3,3.3
10,10,10,1500,3,50,30,47.0,3,97,0,80.3,43.3,53.4,16.7,46.9,3.3
10,10,10,1500,3,50,35,46.0,0,100,0,49.3,76.7,45.2,90.0,48.1,3.3
10,10,10,1500,3,50,40,46.0,3,97,0,48.6,70.0,47.1,86.7,46.6,3.3
10,10,10,1500,4,30,25,67.2,97,0,3,66.7,16.7,75.8,40.0,63.0,56.7
10,10,10,1500,4,30,30,59.7,100,0,0,77.7,46.7,82.7,73.3,64.0,86.7
10,10,10,1500,4,30,35,59.2,100,0,0,94.0,80.0,91.3,93.3,71.2,96.7
10,10,10,1500,4,30,40,68.6,93,3,3,78.2,46.7,88.1,86.7,65.8,100.0
10,10,10,1500,4,40,25,56.5,53,47,0,65.5,26.7,54.5,3.3,53.1,3.3
10,10,10,1500,4,40,30,55.1,47,53,0,78.1,36.7,72.5,43.3,56.6,43.3
10,10,10,1500,4,40,35,53.9,37,63,0,80.7,46.7,64.1,50.0,57.1,60.0
10,10,10,1500,4,40,40,55.4,53,47,0,70.5,66.7,59.7,86.7,59.8,70.0
10,10,10,1500,4,50,25,53.4,53,47,0,72.2,36.7,58.8,20.0,52.9,6.7
10,10,10,1500,4,50,30,55.3,67,33,0,72.8,30.0,65.1,16.7,56.8,30.0
10,10,10,1500,4,50,35,54.5,53,47,0,80.2,73.3,67.5,23.3,53.9,23.3
10,10,10,1500,4,50,40,61.4,43,53,3,68.7,50.0,62.0,70.0,58.9,56.7
10,10,10,1500,5,30,25,61.2,97,3,0,72.5,36.7,71.8,36.7,63.1,66.7
10,10,10,1500,5,30,30,60.7,100,0,0,82.6,66.7,76.7,80.0,72.0,73.3
10,10,10,1500,5,30,35,61.0,97,3,0,83.4,73.3,89.1,76.7,69.4,96.7
10,10,10,1500,5,30,40,60.4,100,0,0,86.0,73.3,94.3,90.0,78.6,90.0
10,10,10,1500,5,40,25,59.6,100,0,0,69.4,33.3,71.9,40.0,65.3,46.7
10,10,10,1500,5,40,30,59.6,97,3,0,73.2,33.3,81.5,76.7,69.8,86.7
10,10,10,1500,5,40,35,59.8,100,0,0,93.4,76.7,98.1,83.3,65.7,93.3
10,10,10,1500,5,40,40,59.3,100,0,0,79.0,46.7,87.9,90.0,84.2,93.3
10,10,10,1500,5,50,25,73.9,60,33,7,71.2,26.7,60.8,13.3,58.2,30.0
10,10,10,1500,5,50,30,58.0,83,17,0,74.7,56.7,64.8,30.0,60.8,53.3
10,10,10,1500,5,50,35,57.9,83,17,0,80.4,66.7,84.3,76.7,62.5,73.3
10,10,10,1500,5,50,40,58.0,70,30,0,93.2,73.3,91.4,70.0,66.6,80.0
10,10,10,2000,3,30,25,63.4,60,40,0,87.8,43.3,59.7,3.3,54.9,0.0
10,10,10,2000,3,30,30,67.6,37,60,3,86.9,43.3,70.6,50.0,65.4,30.0
10,10,10,2000,3,30,35,77.7,50,43,7,97.7,40.0,69.6,66.7,67.1,43.3
10,10,10,2000,3,30,40,77.4,43,50,7,85.1,90.0,63.2,56.7,66.2,36.7
10,10,10,2000,3,40,25,65.8,37,60,3,83.7,13.3,54.9,13.3,50.3,0.0
10,10,10,2000,3,40,30,70.8,63,33,3,91.7,50.0,70.7,23.3,60.9,16.7
10,10,10,2000,3,40,35,74.8,40,53,7,97.0,83.3,86.5,53.3,58.9,30.0
10,10,10,2000,3,40,40,75.9,40,53,7,76.8,70.0,53.9,76.7,67.4,33.3
10,10,10,2000,3,50,25,46.2,3,97,0,84.2,43.3,48.9,0.0,46.4,0.0
10,10,10,2000,3,50,30,47.6,3,97,0,87.3,53.3,58.6,20.0,49.3,0.0
10,10,10,2000,3,50,35,46.6,0,100,0,49.4,86.7,47.4,86.7,47.1,6.7
10,10,10,2000,3,50,40,48.2,7,93,0,58.3,70.0,49.2,93.3,54.6,10.0
10,10,10,2000,4,30,25,89.5,83,10,7,82.9,30.0,75.8,23.3,67.4,30.0
10,10,10,2000,4,30,30,102.7,83,3,13,83.6,30.0,103.7,60.0,83.9,46.7
10,10,10,2000,4,30,35,95.6,80,10,10,100.7,76.7,98.1,80.0,94.2,70.0
10,10,10,2000,4,30,40,88.0,87,7,7,93.9,73.3,107.4,80.0,78.2,90.0
10,10,10,2000,4,40,25,91.1,33,53,13,87.9,30.0,58.9,6.7,52.9,0.0
10,10,10,2000,4,40,30,85.1,37,53,10,91.3,53.3,66.5,26.7,61.1,6.7
10,10,10,2000,4,40,35,67.9,40,57,3,90.9,50.0,70.5,63.3,72.0,50.0
10,10,10,2000,4,40,40,75.8,37,57,7,101.6,76.7,53.2,63.3,62.7,36.7
10,10,10,2000,4,50,25,68.6,43,53,3,86.5,26.7,64.0,16.7,54.4,13.3
10,10,10,2000,4,50,30,67.7,43,53,3,86.3,20.0,75.0,36.7,58.8,16.7
10,10,10,2000,4,50,35,78.0,17,73,10,98.5,46.7,74.5,26.7,67.0,43.3
10,10,10,2000,4,50,40,67.1,40,57,3,83.2,66.7,58.2,63.3,71.1,53.3
10,10,10,2000,5,30,25,103.4,80,7,13,89.9,33.3,76.0,30.0,70.5,23.3
10,10,10,2000,5,30,30,96.8,80,10,10,93.6,60.0,100.5,76.7,72.1,36.7
10,10,10,2000,5,30,35,85.0,83,13,3,95.6,70.0,97.6,86.7,86.3,73.3
10,10,10,2000,5,30,40,97.8,63,27,10,93.4,60.0,114.8,90.0,78.2,86.7
10,10,10,2000,5,40,25,79.9,93,3,3,82.8,33.3,75.5,33.3,68.2,26.7
10,10,10,2000,5,40,30,79.5,83,13,3,90.1,40.0,94.1,73.3,96.4,43.3
10,10,10,2000,5,40,35,73.7,90,10,0,100.6,70.0,104.7,80.0,80.4,60.0
10,10,10,2000,5,40,40,72.3,90,10,0,95.0,66.7,117.8,73.3,82.9,83.3
10,10,10,2000,5,50,25,81.8,53,40,7,84.0,30.0,71.6,26.7,58.0,0.0
10,10,10,2000,5,50,30,73.5,40,57,3,92.8,53.3,75.8,40.0,71.4,33.3
10,10,10,2000,5,50,35,77.9,43,53,3,99.7,66.7,93.7,96.7,86.9,53.3
10,10,10,2000,5,50,40,83.7,70,23,7,102.6,63.3,97.4,80.0,83.3,63.3
10,10,10,2500,3,30,25,183.3,0,50,50,93.9,46.7,56.8,0.0,55.1,0.0
10,10,10,2500,3,30,30,126.8,0,70,30,100.9,30.0,76.1,36.7,69.4,16.7
10,10,10,2500,3,30,35,194.7,0,43,57,110.5,53.3,72.2,53.3,67.0,40.0
10,10,10,2500,3,30,40,185.7,0,47,53,95.1,70.0,76.2,56.7,76.7,63.3
10,10,10,2500,3,40,25,178.5,0,50,50,107.5,33.3,58.3,3.3,52.4,6.7
10,10,10,2500,3,40,30,138.5,0,67,33,103.1,40.0,73.2,36.7,59.8,20.0
10,10,10,2500,3,40,35,178.3,0,50,50,114.9,80.0,71.9,36.7,65.7,16.7
10,10,10,2500,3,40,40,125.4,0,70,30,85.1,73.3,64.2,70.0,63.0,30.0
10,10,10,2500,3,50,25,50.0,0,100,0,102.4,20.0,49.3,0.0,47.2,0.0
10,10,10,2500,3,50,30,48.4,0,100,0,104.7,53.3,63.8,26.7,48.0,0.0
10,10,10,2500,3,50,35,46.8,0,100,0,58.4,83.3,47.4,96.7,50.0,6.7
10,10,10,2500,3,50,40,49.9,0,100,0,56.9,83.3,47.7,93.3,45.5,0.0
10,10,10,2500,4,30,25,170.9,0,60,40,102.4,46.7,79.8,26.7,68.1,13.3
10,10,10,2500,4,30,30,196.3,0,47,53,98.9,23.3,102.4,56.7,81.4,46.7
10,10,10,2500,4,30,35,164.5,0,63,37,115.6,80.0,107.9,86.7,88.7,46.7
10,10,10,2500,4,30,40,189.8,0,50,50,108.8,63.3,130.8,80.0,89.0,86.7
10,10,10,2500,4,40,25,182.0,0,50,50,91.3,33.3,62.0,3.3,56.1,0.0
10,10,10,2500,4,40,30,167.9,0,53,47,108.2,43.3,75.4,26.7,60.3,10.0
10,10,10,2500,4,40,35,159.0,0,60,40,105.6,46.7,76.0,46.7,70.2,40.0
10,10,10,2500,4,40,40,163.3,0,57,43,93.6,76.7,72.3,66.7,86.0,56.7
10,10,10,2500,4,50,25,176.1,0,50,50,95.4,20.0,57.4,3.3,53.6,3.3
10,10,10,2500,4,50,30,175.8,0,50,50,97.1,30.0,70.9,16.7,58.4,6.7
10,10,10,2500,4,50,35,199.0,0,40,60,110.7,73.3,85.7,40.0,68.9,36.7
10,10,10,2500,4,50,40,161.6,0,57,43,93.4,66.7,62.2,63.3,67.9,36.7
10,10,10,2500,5,30,25,204.3,0,43,57,97.8,36.7,77.7,13.3,68.2,10.0
10,10,10,2500,5,30,30,175.2,0,60,40,106.8,53.3,104.0,53.3,81.8,46.7
10,10,10,2500,5,30,35,175.6,0,60,40,108.0,73.3,111.4,86.7,93.5,63.3
10,10,10,2500,5,30,40,196.0,0,47,53,126.6,83.3,109.4,80.0,92.5,66.7
10,10,10,2500,5,40,25,179.3,0,57,43,99.8,30.0,77.9,33.3,67.9,3.3
10,10,10,2500,5,40,30,181.5,0,53,47,108.1,50.0,106.1,73.3,80.7,46.7
10,10,10,2500,5,40,35,181.2,0,57,43,113.6,73.3,118.7,86.7,92.0,73.3
10,10,10,2500,5,40,40,191.5,0,50,50,113.4,63.3,125.7,93.3,96.1,63.3
10,10,10,2500,5,50,25,243.3,0,23,77,110.2,26.7,67.3,10.0,62.4,13.3
10,10,10,2500,5,50,30,159.8,0,63,37,109.0,66.7,84.2,43.3,68.9,20.0
10,10,10,2500,5,50,35,158.1,0,63,37,106.9,70.0,104.1,90.0,86.5,63.3
10,10,10,2500,5,50,40,182.9,0,50,50,120.2,90.0,112.1,83.3,83.4,63.3
10,10,10,3000,3,30,25,172.5,0,53,47,107.1,26.7,56.8,0.0,53.3,0.0
10,10,10,3000,3,30,30,168.2,0,53,47,118.6,43.3,70.4,23.3,65.3,10.0
10,10,10,3000,3,30,35,160.0,0,60,40,123.3,56.7,72.3,66.7,83.2,53.3
10,10,10,3000,3,30,40,163.5,0,57,43,109.5,83.3,55.5,53.3,74.7,43.3
10,10,10,3000,3,40,25,143.7,0,63,37,106.2,16.7,54.3,3.3,56.2,0.0
10,10,10,3000,3,40,30,218.7,0,33,67,126.3,36.7,80.0,26.7,63.4,16.7
10,10,10,3000,3,40,35,210.7,0,37,63,118.9,56.7,85.2,43.3,72.8,26.7
10,10,10,3000,3,40,40,160.1,0,60,40,112.3,86.7,66.5,66.7,68.6,30.0
10,10,10,3000,3,50,25,50.6,0,100,0,110.7,23.3,50.5,0.0,46.3,0.0
10,10,10,3000,3,50,30,46.6,0,100,0,129.2,46.7,53.0,3.3,48.8,3.3
10,10,10,3000,3,50,35,46.4,0,100,0,65.7,73.3,50.5,93.3,47.2,0.0
10,10,10,3000,3,50,40,46.2,0,100,0,56.6,83.3,50.9,93.3,51.6,3.3
10,10,10,3000,4,30,25,222.0,0,37,63,106.3,36.7,85.2,16.7,75.6,3.3
10,10,10,3000,4,30,30,212.4,0,40,60,115.8,30.0,103.4,53.3,86.9,43.3
10,10,10,3000,4,30,35,183.6,0,53,47,133.1,70.0,122.1,73.3,103.3,66.7
10,10,10,3000,4,30,40,174.6,0,57,43,125.8,73.3,127.2,90.0,110.0,76.7
